election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,PEIindexi_original,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,deliberation,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
CZE_25102013_L1,Czech Republic,CZE,2013,25/10/2013,Legislative,31,,1,1,2,4,30486,4,5,1,,78,77,,,81,70,89,76,89,81,69,89,75,89,9,77,,2,4,1,5,1,5,,,,,85,85,,,,5,5,5,5,90,90,90,90,,2,4,2,4,4,77,77,77,77,,1,5,1,5,1,5,,,89,89,,,,1,5,4,4,3,3,2,4,,,,76,77,,,,3,3,2,4,4,3,3,,,,57,57,,,,4,4,3,3,3,3,3,,,58,56,,,,1,5,1,5,5,5,2,4,4,1,,,,,,91,90,,,,5,5,5,1,5,1,5,93,93,93,93,,2,4,1,5,1,5,4,,88,89,,,,5,5,4,5,,,90,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE_21102017_L1,Czech Republic,CZE,2017,21/10/2017,Legislative,30,,1,1,2,4,34711,4,5,1,,76,75,,,80,73,86,73,86,79,72,86,72,86,9,75,,3,3,2,4,1,5,,,,,78,79,,,,4,5,4,4,82,82,82,82,,2,4,2,4,4,75,76,75,76,,1,5,1,5,1,5,,,96,95,,,,1,5,4,4,2,4,1,5,,,,83,81,,,,3,3,2,4,4,3,3,,,,52,54,,,,4,4,4,3,3,2,4,2,4,65,64,67,66,,1,5,2,4,4,5,2,4,4,1,,,,,,86,86,,,,4,5,4,1,5,1,5,86,86,86,86,,3,4,2,4,1,5,4,,82,81,,,,4,5,4,4,,,83,83,,,,,,,4,,,,,,29,29,7,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE_27012018_P2,Czech Republic,CZE,2018,27/01/2018,Presidential,23,,1,1,2,4,32606,4,5,1,,74,72,,,79,74,85,71,85,78,71,85,70,85,8,74,,1,5,2,4,1,5,,,,,91,90,,,,4,4,4,4,82,82,82,82,,1,5,1,5,4,86,86,86,86,,1,5,2,4,2,4,,,85,85,,,,1,5,4,4,1,5,2,5,,,,82,82,,,,3,3,3,3,4,3,3,,,,52,54,,,,3,3,3,3,3,3,3,2,4,48,52,52,57,,1,5,2,5,5,5,2,4,4,1,,,,,,87,88,,,,4,5,5,1,5,1,5,88,89,88,89,,2,4,2,4,1,5,4,,76,78,,,,4,4,4,4,,,82,84,,,,,,,,,,,,,,,,,3,3,4,4,3,4,4,4,2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,,
CZE_08102021_L1,Czech Republic,CZE,2021,08/10/2021,Legislative,8,,1,1,2,4,44261,4,5,1,,82,79,,,81,78,82,79,85,80,77,82,78,85,9,76,,2,4,1,5,2,4,,,,,83,83,,,,4,5,5,5,88,88,88,88,,1,5,1,5,4,85,85,85,85,,1,5,1,5,1,5,,,90,90,,,,1,5,4,4,3,4,1,5,,,,79,77,,,,3,3,2,4,4,4,3,,,,60,61,,,,4,4,4,2,4,3,3,2,4,68,69,69,70,,1,5,1,5,5,5,2,4,4,1,,,,,,87,87,,,,5,5,5,1,5,1,5,92,90,92,90,,3,4,1,5,1,5,4,,85,84,,,,5,5,4,5,,,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE_24092022_L1,Czech Republic,CZE,2022,24/09/2022,Legislative,5,,1,1,2,4,45094,4,5,1,,80,82,,,80,81,67,83,91,80,81,68,80,90,9,78,,2,4,2,4,1,5,,,,,82,82,,,,5,5,5,5,99,99,99,99,,1,5,1,5,3,77,78,77,78,,1,5,1,5,1,5,,,93,93,,,,1,5,4,5,2,4,1,5,,,,86,87,,,,4,4,2,4,4,4,2,,,,70,67,,,,4,4,4,2,4,2,5,2,4,78,73,78,73,,1,5,2,4,4,5,1,4,2,1,,,,,,65,75,,,,4,5,5,1,5,1,5,97,96,97,96,,2,4,1,5,1,5,4,,85,85,,,,4,5,4,5,,,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,3,2,4,1,5,1,5,2,4,4,2,5,2,4
CZE_27012023_P2,Czechia,CZE,2023,27/01/2023,Presidential,5,,1,1,2,4,48784,4,5,1,,81,,79,,77,76,80,66,86,77,77,79,66,87,9,,,2,4,2,4,2,4,5,5,5,5,81,81,86,87,,4,5,4,5,86,86,86,86,,1,5,1,5,1,67,67,67,67,,1,5,1,5,1,5,1,5,100,98,100,97,,1,5,5,5,2,4,2,4,4,4,3,91,88,82,80,,3,,3,3,4,4,4,4,2,4,60,65,55,59,,3,4,3,3,3,1,5,2,4,78,69,77,70,,2,4,1,5,5,4,,5,3,1,2,4,3,1,5,86,85,73,70,,4,5,5,2,5,1,5,86,88,86,88,,3,3,2,4,2,4,4,5,68,68,72,72,,5,5,4,5,1,5,86,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV_31102020_L1,Côte D'Ivoire,CIV,2020,31/10/2020,Legislative,3,,5,4,1,2,5465,1,2,0,,27,16,,,33,21,33,50,29,33,21,33,50,29,2,30,,5,1,5,1,5,1,,,,,0,3,,,,2,2,1,2,17,17,17,17,,4,2,4,2,3,39,39,39,39,,5,1,4,2,4,2,,,14,14,,,,5,1,3,3,4,2,4,2,,,,25,25,,,,3,3,5,1,3,3,4,,,,43,43,,,,2,2,2,4,2,5,1,4,2,15,15,15,15,,4,2,5,1,2,4,3,3,3,3,,,,,,39,39,,,,4,3,3,3,3,4,2,48,48,48,48,,4,2,3,3,4,2,3,,38,38,,,,1,2,1,2,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV_06032021_L1,Côte D'Ivoire,CIV,2021,06/03/2021,Legislative,2,,5,4,1,2,5940,1,2,1,,42,42,,,48,37,46,41,67,48,37,46,41,67,7,43,,2,4,2,4,2,4,,,,,75,75,,,,2,3,2,4,38,38,38,38,,2,4,2,4,2,58,58,58,58,,3,3,3,3,2,4,,,58,58,,,,3,3,1,2,4,2,2,4,,,,35,35,,,,3,3,5,2,1,3,3,,,,33,33,,,,1,1,1,3,3,5,2,4,2,13,13,15,15,,2,4,4,2,4,3,2,2,3,2,,,,,,48,48,,,,4,3,2,2,4,2,4,58,58,58,58,,4,2,2,4,2,4,4,,63,63,,,,2,4,1,2,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK_18062015_L1,Denmark,DNK,2015,18/06/2015,Legislative,18,,1,1,2,4,48981,4,6,1,,85,88,,,85,84,79,88,91,87,84,81,88,94,10,86,,2,4,1,5,1,5,,,,,91,91,,,,5,5,5,5,97,98,97,98,,1,5,1,5,4,91,91,91,91,,1,5,1,5,1,5,,,95,95,,,,1,5,5,5,2,4,1,5,,,,90,90,,,,4,4,2,4,5,4,1,,,,67,67,,,,4,3,3,2,5,1,5,,,72,72,,,,1,5,1,5,5,5,5,5,3,2,,,,,,89,87,,,,5,5,5,1,5,1,5,97,98,97,98,,1,5,1,5,1,5,4,,93,93,,,,5,4,5,5,,,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK_05062019_L1,Denmark,DNK,2019,05/06/2019,Legislative,9,,1,1,2,4,58701,4,6,1,,83,,,,83,83,75,88,87,85,83,76,88,94,10,87,,1,5,1,5,2,4,,,,,89,89,,,,4,5,5,5,94,94,94,94,,1,5,1,5,5,89,89,89,89,,1,5,1,5,1,5,,,93,93,,,,1,5,5,4,2,4,1,5,,,,91,91,,,,4,4,2,4,4,4,2,,,,60,67,,,,4,3,3,2,4,2,4,2,4,65,68,68,70,,1,5,1,5,5,5,4,5,3,2,,,,,,85,85,,,,5,5,5,1,5,1,5,94,95,94,95,,1,5,2,5,1,5,4,,78,86,,,,5,5,5,5,,,94,94,,,,,,,,,,,,,,,,,1,1,3,3,4,1,1,3,1,1,4,4,2,2,3,3,,,,,,,,,,,,,,,,,,
DNK_01112022_L1,Denmark,DNK,2022,01/11/2022,Legislative,10,,1,1,2,4,64651,4,6,1,,85,88,,,86,82,81,91,92,87,82,81,91,95,10,87,,2,5,2,4,1,5,,,,,89,89,,,,5,5,5,5,98,98,98,98,,1,5,1,5,5,93,93,93,93,,1,5,1,5,1,5,,,95,95,,,,1,5,5,4,2,4,1,5,,,,88,88,,,,4,4,2,4,4,4,2,,,,69,72,,,,4,3,3,1,5,1,5,1,5,66,68,71,73,,1,5,1,5,5,5,5,5,3,1,,,,,,89,89,,,,5,5,5,1,5,1,5,99,97,99,97,,1,5,1,5,1,5,4,,95,92,,,,5,5,5,5,,,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,1,5,1,5,1,5,1,5,4,1,5,1,5
DJI_22022013_L1,Djibouti,DJI,2013,22/02/2013,Legislative,5,,6,5,0,2,2976,1,1,0,,,,,,20,20,15,26,20,22,19,21,26,20,2,25,,4,2,5,1,4,2,,,,,18,18,,,,2,2,2,2,15,19,15,19,,3,3,3,3,2,44,44,44,44,,4,2,4,2,5,2,,,17,19,,,,4,2,2,2,4,2,4,2,,,,13,19,,,,2,2,5,1,1,2,4,,,,26,26,,,,1,2,1,4,2,4,2,,,18,16,,,,5,1,4,2,3,3,1,,1,1,,,,,,,,,,,2,1,2,4,2,4,2,18,19,18,19,,4,2,3,3,4,2,2,,33,33,,,,1,3,1,2,,,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI_08042016_P1,Djibouti,DJI,2016,08/04/2016,Presidential,6,,6,5,0,2,3342,1,1,0,,38,40,,,28,23,28,30,32,29,23,30,29,33,3,35,,4,2,4,2,4,2,,,,,28,27,,,,3,4,3,2,42,46,42,46,,3,3,4,3,2,36,33,36,33,,5,2,4,2,4,2,,,21,18,,,,4,2,3,3,4,2,5,1,,,,26,28,,,,2,2,4,2,2,2,4,,,,33,32,,,,2,2,2,5,1,4,2,4,2,12,14,14,16,,3,3,4,2,4,3,1,2,2,2,,,,,,50,39,,,,3,4,2,4,2,4,2,48,41,48,41,,4,2,3,3,2,4,2,,47,43,,,,2,3,2,3,,,36,36,,,,3,3,3,35,18,35,35,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI_23022018_L1,Djibouti,DJI,2018,23/02/2018,Legislative,2,,6,5,0,2,3342,1,1,0,,24,24,,,36,23,31,38,54,37,23,31,38,56,3,34,,5,1,5,1,3,3,,,,,17,17,,,,3,3,1,4,41,41,41,41,,4,2,5,1,2,17,17,17,17,,4,2,4,2,3,3,,,33,33,,,,5,2,2,4,5,2,3,3,,,,33,33,,,,2,2,5,1,2,2,4,,,,30,30,,,,2,2,2,3,3,5,1,3,3,20,20,25,25,,3,4,5,2,4,4,2,3,2,2,,,,,,42,42,,,,2,4,2,2,4,4,2,30,40,30,40,,5,2,4,2,2,4,4,,44,44,,,,2,4,2,3,,,34,34,,,,,,,,,,,,,,,,,3,3,2,2,2,5,5,3,4,4,2,2,5,5,3,3,,,,,,,,,,,,,,,,,,
DJI_09042021_P1,Djibouti,DJI,2021,09/04/2021,Presidential,3,,7,5,0,2,5926,1,1,0,,36,,,,33,22,35,29,48,34,21,36,29,48,3,36,,4,2,5,1,3,3,,,,,22,22,,,,3,3,2,3,44,44,44,44,,4,2,4,2,2,25,25,25,25,,4,2,4,2,3,3,,,33,33,,,,4,2,2,3,4,2,4,2,,,,30,30,,,,2,2,5,1,2,2,2,,,,23,23,,,,2,2,1,4,2,4,2,3,3,17,17,22,22,,3,3,3,3,2,3,2,2,2,2,,,,,,38,38,,,,3,3,3,3,3,3,3,45,47,45,47,,3,3,3,4,3,3,3,,50,53,,,,2,2,2,2,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM_15052016_P1,Dominican Republic,DOM,2016,15/05/2016,Presidential,9,,3,3,1,2,15209,2,9,0,,60,49,,,54,38,57,53,67,52,34,56,53,66,6,45,,4,2,4,2,2,4,,,,,46,45,,,,2,2,3,4,52,50,52,50,,2,4,3,3,4,75,69,75,69,,3,3,3,3,2,4,,,65,60,,,,3,4,3,3,4,2,2,4,,,,65,53,,,,2,2,4,2,2,2,4,,,,40,39,,,,1,2,2,4,2,5,1,4,2,18,16,20,18,,3,4,4,2,3,4,1,3,4,1,,,,,,64,58,,,,3,2,3,2,4,2,4,58,55,58,55,,4,2,4,2,3,3,4,,40,38,,,,3,3,3,2,,,44,44,,,,3,3,3,4,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM_05072020_P1,Dominican Republic,DOM,2020,05/07/2020,Presidential,4,,3,3,1,3,17934,2,9,0,,70,,,,66,62,63,64,76,67,60,66,64,76,8,67,,2,4,3,3,1,5,,,,,73,73,,,,4,3,5,5,75,75,75,75,,1,5,1,5,5,96,97,96,97,,3,4,2,4,2,4,,,69,66,,,,1,5,4,2,2,4,2,4,,,,67,70,,,,3,3,3,3,3,4,3,,,,43,54,,,,3,3,2,3,3,4,2,4,2,38,38,35,35,,2,5,3,3,5,4,1,1,4,1,,,,,,65,63,,,,4,4,4,2,4,2,4,78,78,78,78,,2,5,2,4,1,5,4,,83,83,,,,3,4,4,4,,,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_17022013_P1,Ecuador,ECU,2013,17/02/2013,Presidential,13,,3,3,1,3,11037,2,9,0,,55,60,,,61,43,73,59,67,60,42,73,59,66,7,55,,4,2,4,2,2,4,,,,,42,42,,,,3,4,3,4,64,65,64,65,,4,3,4,2,3,37,37,37,37,,3,3,3,3,2,4,,,60,60,,,,3,3,4,4,4,2,3,3,,,,60,58,,,,3,3,3,3,2,3,3,,,,36,43,,,,3,3,2,3,3,4,2,,,39,38,,,,2,4,2,4,4,4,3,4,4,2,,,,,,72,73,,,,4,4,4,2,4,2,4,71,68,71,68,,3,3,3,3,2,4,4,,67,68,,,,2,4,3,3,,,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_02042017_P2,Ecuador,ECU,2017,02/04/2017,Presidential,13,,3,4,1,3,11286,2,9,0,,36,33,,,51,38,63,52,51,52,38,63,55,52,5,45,,4,2,4,2,3,3,,,,,33,33,,,,3,4,3,3,51,51,51,51,,3,3,4,2,3,36,33,36,33,,3,3,4,2,4,2,,,33,33,,,,3,3,4,3,4,2,3,3,,,,50,50,,,,2,2,4,2,2,3,3,,,,37,39,,,,3,2,2,3,3,4,2,3,3,34,34,34,37,,3,4,3,3,4,4,1,4,4,2,,,,,,70,69,,,,3,2,3,3,3,3,3,47,49,47,49,,4,2,4,2,3,3,3,,34,34,,,,2,3,3,2,,,39,41,,,,,,,3,,,,,,11,17,10,10,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_07022021_L1,Ecuador,ECU,2021,07/02/2021,Legislative,3,,2,3,2,3,11661,2,9,0,,52,52,,,52,30,67,44,68,52,30,67,44,68,6,51,,3,3,3,3,3,3,,,,,50,50,,,,4,4,4,4,69,69,69,69,,4,2,4,3,2,29,29,29,29,,4,2,3,3,3,3,,,39,39,,,,4,2,3,4,4,2,4,2,,,,37,37,,,,2,2,4,2,2,3,2,,,,37,37,,,,4,2,1,4,2,4,2,4,2,32,32,32,32,,2,4,3,3,4,3,2,4,5,4,,,,,,71,71,,,,4,3,4,2,4,2,4,73,73,73,73,,2,4,3,3,2,4,4,,65,65,,,,2,3,3,2,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_11042021_P2,Ecuador,ECU,2021,11/04/2021,Presidential,3,,2,3,2,3,11661,2,9,0,,63,62,,,70,55,69,73,83,70,55,70,73,82,8,66,,2,4,2,4,2,4,,,,,78,78,,,,4,5,4,4,83,83,83,83,,3,3,3,3,4,58,58,58,58,,4,2,3,3,4,3,,,33,38,,,,3,3,5,4,4,2,3,3,,,,60,60,,,,3,3,2,4,4,3,3,,,,60,60,,,,4,4,2,3,3,2,4,2,4,57,57,58,58,,2,4,3,3,4,4,2,4,4,3,,,,,,75,75,,,,4,3,4,2,4,2,4,73,73,73,73,,2,4,2,4,1,5,5,,75,78,,,,3,4,4,3,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU_15102023_P2,Ecuador,ECU,2023,15/10/2023,Presidential,8,,3,3,1,3,13530,2,9,0,,62,60,64,60,63,54,62,61,74,63,55,61,62,73,7,,,2,4,2,4,2,4,4,3,4,4,77,77,77,75,,4,4,4,4,78,78,78,78,,3,3,2,4,3,64,64,64,64,,3,3,2,4,2,4,3,3,68,65,64,61,,2,4,4,4,4,2,2,4,3,5,1,55,58,48,51,,3,,3,3,4,3,4,4,2,3,63,59,57,53,,4,3,2,3,3,3,3,3,3,49,52,43,52,,4,2,2,4,4,4,,4,4,3,3,3,3,3,3,66,67,50,52,,4,4,4,2,4,2,4,75,76,75,76,,2,4,2,4,2,4,4,4,73,77,73,75,,4,4,4,4,3,4,70,70,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY_26052014_P1,Egypt,EGY,2014,26/05/2014,Presidential,6,,6,5,0,2,10407,1,8,0,,40,34,,,38,23,58,23,45,38,24,61,24,43,5,40,,4,2,4,2,4,2,,,,,25,28,,,,3,4,2,3,50,50,50,50,,4,3,4,3,3,38,38,38,38,,4,2,4,2,4,2,,,28,27,,,,5,1,2,2,4,2,4,2,,,,14,16,,,,2,2,5,1,3,2,4,,,,27,29,,,,2,2,2,4,2,4,2,,,21,21,,,,2,4,4,2,4,3,3,3,4,2,,,,,,56,56,,,,3,3,3,3,3,3,3,62,53,62,53,,3,3,3,3,2,4,3,,54,55,,,,2,4,2,3,,,36,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY_02122015_L1,Egypt,EGY,2015,02/12/2015,Legislative,5,,6,5,0,2,10749,1,8,0,,51,55,,,47,35,68,29,54,46,33,70,28,55,4,46,,4,2,4,3,3,3,,,,,67,35,,,,3,4,3,4,61,61,61,61,,4,2,3,3,2,42,36,42,36,,2,4,3,3,2,4,,,61,61,,,,4,2,4,4,3,3,3,3,,,,60,55,,,,2,2,4,2,2,3,3,,,,45,29,,,,2,2,2,4,2,3,3,,,25,26,,,,2,4,2,4,4,2,3,3,4,2,,,,,,58,59,,,,4,4,4,3,3,3,3,62,65,62,65,,4,3,3,4,2,4,3,,54,55,,,,3,3,3,3,,,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY_28032018_P1,Egypt,EGY,2018,28/03/2018,Presidential,7,,6,6,0,2,10550,1,8,0,,37,,,,29,20,56,14,26,30,21,56,15,28,3,35,,4,3,5,2,4,2,,,,,21,23,,,,3,4,2,3,41,42,41,42,,3,4,4,2,3,42,42,42,42,,3,3,3,3,3,4,,,75,49,,,,5,1,3,2,4,2,5,2,,,,18,18,,,,2,2,4,2,2,2,2,,,,15,23,,,,1,2,1,4,2,4,2,4,2,10,16,10,15,,4,2,4,2,4,1,3,4,5,1,,,,,,43,48,,,,3,4,2,4,2,4,2,24,35,24,35,,2,4,2,4,2,4,2,,63,60,,,,2,3,2,2,,,23,30,,,,,,,,,,,,,,,,,4,4,4,4,1,2,2,3,2,2,1,1,4,4,5,5,,,,,,,,,,,,,,,,,,
EGY_08092020_L2,Egypt,EGY,2020,08/09/2020,Legislative,3,,6,6,0,2,12606,1,8,0,,30,,,,20,16,35,13,17,21,15,40,13,17,2,23,,5,1,5,1,5,1,,,,,0,0,,,,1,2,1,2,17,17,17,17,,4,2,4,2,2,25,25,25,25,,5,2,5,2,5,2,,,13,13,,,,5,1,2,3,3,3,5,1,,,,23,23,,,,1,1,5,1,1,1,3,,,,20,17,,,,1,1,1,4,2,5,2,4,2,5,13,6,13,,4,2,4,2,3,2,,3,3,,,,,,,25,34,,,,1,3,1,5,1,5,1,15,15,15,15,,3,4,3,3,1,5,2,,69,59,,,,1,2,1,1,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY_24102020_L1,Egypt,EGY,2020,24/10/2020,Legislative,3,,6,6,0,2,12606,1,8,0,,35,,,,20,11,40,19,11,16,15,31,19,9,2,20,,5,1,5,1,5,1,,,,,3,3,,,,2,2,1,2,19,19,19,19,,2,5,4,3,2,50,50,50,50,,4,3,4,3,4,3,,,38,38,,,,5,1,2,2,5,1,5,1,,,,0,8,,,,1,1,3,3,1,1,4,,,,35,25,,,,1,1,1,4,2,5,2,5,2,8,8,8,8,,4,2,5,2,3,2,4,1,4,2,,,,,,,27,,,,2,3,2,5,1,5,1,13,13,13,13,,5,2,4,3,2,4,2,,50,34,,,,2,3,2,2,,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY_10122023_P1,Egypt,EGY,2023,10/12/2023,Presidential,2,,6,6,0,2,16600,1,8,0,,,,,,10,7,29,1,4,11,7,30,1,4,2,,,5,2,5,2,5,2,2,1,2,3,13,13,18,18,,2,2,2,1,9,9,9,9,,,,,,,,,,,,4,2,4,2,4,2,5,2,25,25,22,22,,5,1,2,2,5,2,5,1,1,5,1,8,8,5,5,,1,,5,1,1,1,3,5,2,1,10,10,9,9,,1,1,2,5,2,5,2,5,2,8,8,8,8,,4,3,4,2,3,1,,1,3,,5,2,2,3,3,8,25,8,21,,2,2,2,5,2,5,2,20,20,20,20,,4,3,2,4,2,4,2,1,63,50,50,40,,1,2,1,2,2,4,6,6,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV_09032014_P2,El Salvador,SLV,2014,09/03/2014,Presidential,14,,2,3,2,2,8119,2,9,0,,55,60,,,66,52,68,61,84,65,51,67,60,84,8,59,,3,3,3,3,2,4,,,,,63,61,,,,4,4,4,4,81,80,81,80,,2,4,2,4,3,63,66,63,66,,3,3,3,3,3,3,,,54,49,,,,1,5,3,4,4,2,2,4,,,,63,61,,,,2,2,2,4,3,2,3,,,,46,45,,,,3,2,2,3,3,4,2,,,34,34,,,,2,4,3,3,4,4,3,3,4,1,,,,,,72,71,,,,4,4,4,1,5,2,4,85,86,85,86,,5,1,4,2,3,4,4,,43,43,,,,4,4,4,4,,,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV_01032015_L1,El Salvador,SLV,2015,01/03/2015,Legislative,9,,2,3,2,2,8353,2,9,0,,48,,,,57,52,53,61,61,56,52,50,61,60,5,49,,3,3,3,3,3,3,,,,,53,53,,,,2,3,3,3,44,44,44,44,,2,4,2,4,4,65,65,65,65,,3,3,3,3,3,3,,,50,52,,,,2,4,3,3,3,3,2,4,,,,59,60,,,,2,2,3,3,3,3,4,,,,50,49,,,,4,2,2,3,3,3,3,,,33,39,,,,2,4,3,3,3,4,3,4,3,1,,,,,,60,60,,,,3,1,3,2,4,2,4,49,49,49,49,,4,2,4,2,2,4,4,,53,53,,,,3,3,3,2,,,39,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV_04032018_L1,El Salvador,SLV,2018,04/03/2018,Legislative,9,,2,3,2,2,7292,2,9,0,,55,,,,59,53,46,62,75,60,53,49,62,75,7,53,,2,4,2,4,2,4,,,,,69,69,,,,3,3,4,4,61,61,61,61,,2,4,2,4,4,67,67,67,67,,3,3,3,3,4,2,,,38,40,,,,2,4,3,3,3,3,3,3,,,,63,56,,,,2,2,2,4,3,2,4,,,,51,49,,,,3,2,2,3,3,4,3,3,3,28,37,38,41,,2,4,4,2,3,4,1,3,3,1,,,,,,54,51,,,,3,3,3,1,5,2,4,64,64,64,64,,3,3,2,4,2,4,4,,70,68,,,,3,4,3,3,,,59,60,,,,,,,,,,,,,,,,,3,3,2,2,3,3,3,3,2,2,3,2,4,4,4,4,,,,,,,,,,,,,,,,,,
SLV_03022019_P1,El Salvador,SLV,2019,03/02/2019,Presidential,7,,2,4,1,2,9147,2,9,0,,57,58,,,63,55,58,65,74,63,56,58,63,74,8,60,,1,5,2,4,2,4,,,,,79,79,,,,4,4,4,4,74,74,74,74,,2,4,2,4,4,71,71,71,71,,3,3,3,3,3,3,,,50,47,,,,2,4,3,3,3,3,2,4,,,,58,61,,,,3,3,3,3,2,3,3,,,,46,46,,,,3,2,2,3,3,3,3,3,3,34,36,38,38,,3,4,3,3,4,4,3,4,4,1,,,,,,61,67,,,,4,4,4,2,4,2,4,73,73,73,73,,2,4,2,4,2,4,4,,76,76,,,,4,4,4,4,,,69,69,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,2,2,3,3,3,3,4,4,,,,,,,,,,,,,,,,,,
